SECTOR F,Fermi Bubbles,,,,,ANALYSIS,
Regime,Count,Description,,,,,
F. Fermi Bubbles,10,Fermi Bubbles,,,,Cumulative,
Target Coordinate,RA,DEC,start_xyz,search_radius,Type,Closest OFFSET,0.02
20h30m01.75s -72d59m25.96s,0.3027,43.0954,Solenoidal Metric Schema (Iron),173.07,MATCH: UCAC2   1072122 (*),,
20h30m05.20s -72d59m48.13s,0.3794,20.1292,Trefoil Metric Schema,153.31,MATCH: UCAC2   1072122 (*),,
20h29m56.73s -72d59m44.48s,0.2567,236.4797,Gasious Substrate Schema,153.97,MATCH: UCAC2   1072122 (*),,
20h30m02.14s -72d59m24.88s,0.2571,33.7588,Gasious Substrate Schema,174.31,MATCH: UCAC2   1072122 (*),,
20h30m06.94s -72d59m25.74s,0.3584,127.6641,Helical Metric Schema,176.8,MATCH: UCAC2   1072122 (*),,
20h29m58.02s -72d59m48.38s,1.6136,174.47,Spacetime Curvature Limit (Black Hole),149.94,MATCH: UCAC2   1072122 (*),,
20h30m01.22s -72d59m26.75s,0.307,9.3354,Solenoidal Metric Schema (Iron),172.08,MATCH: UCAC2   1072122 (*),,
20h30m02.97s -73d00m34.03s,0.2873,198.1638,Solenoidal Metric Schema (Iron),106.38,MATCH: UCAC2   1072122 (*),,
20h30m09.22s -73d00m17.79s,0.3143,298.0143,Localized Torsional Inflection,129.88,MATCH: UCAC2   1072122 (*),,
20h29m56.43s -73d00m04.30s,0.9665,23.7213,Baryonic Metric Substrate,134.23,MATCH: UCAC2   1072122 (*),,
20h29m56.69s -73d00m24.56s,0.311,41.803,Solenoidal Metric Schema (Iron),113.94,MATCH: UCAC2   1072122 (*),,
20h30m01.90s -72d59m41.20s,0.2082,4.3735,Minkowskian Baseline,157.96,MATCH: UCAC2   1072122 (*),,
20h30m05.36s -72d59m24.86s,0.2695,20.6871,Gasious Substrate Schema,176.29,MATCH: UCAC2   1072122 (*),,
20h30m04.27s -72d59m52.70s,0.5685,44.2784,Metric Spacetime Anomaly,148.05,MATCH: UCAC2   1072122 (*),,
20h30m03.69s -73d00m15.43s,0.2422,36.1662,Gasious Substrate Schema,125.24,MATCH: UCAC2   1072122 (*),,
20h30m03.62s -73d00m08.59s,0.2942,3.9927,Solenoidal Metric Schema (Iron),131.9,MATCH: UCAC2   1072122 (*),,
20h30m00.71s -73d00m27.04s,0.1777,81.0857,Minkowskian Baseline,111.83,MATCH: UCAC2   1072122 (*),,
20h30m05.47s -72d59m56.20s,0.2526,105.6853,Gasious Substrate Schema,145.67,MATCH: UCAC2   1072122 (*),,
20h30m01.77s -73d00m15.64s,0.4482,32.0791,Trefoil Metric Schema,123.68,MATCH: UCAC2   1072122 (*),,
20h30m00.83s -73d00m12.98s,0.2605,19.9325,Gasious Substrate Schema,125.88,MATCH: UCAC2   1072122 (*),,
20h30m01.59s -73d00m07.72s,0.3051,140.6897,Localized Torsional Inflection,131.45,MATCH: UCAC2   1072122 (*),,
20h30m06.42s -72d59m28.30s,0.1798,102.1294,Minkowskian Baseline,173.81,MATCH: UCAC2   1072122 (*),,
20h29m50.18s -72d59m57.50s,0.2291,19.1134,Gasious Substrate Schema,145.1,MATCH: UCAC2   1072122 (*),,
20h29m52.95s -72d59m28.04s,0.2893,113.1934,Solenoidal Metric Schema (Iron),156.55,MATCH: UCAC4 086-062714 (*),,
20h30m06.89s -73d00m12.83s,0.5461,2.1614,Metric Spacetime Anomaly,131.17,MATCH: UCAC2   1072122 (*),,
20h29m56.58s -73d00m27.07s,0.2166,38.6972,Minkowskian Baseline,111.46,MATCH: UCAC2   1072122 (*),,
20h29m59.01s -73d00m34.88s,0.2516,84.1337,Gasious Substrate Schema,103.5,MATCH: UCAC2   1072122 (*),,
20h29m57.52s -72d59m53.85s,0.4097,484.1424,Localized Torsional Inflection,144.49,MATCH: UCAC2   1072122 (*),,
20h29m56.73s -73d00m43.77s,1.545,177.8701,Spacetime Curvature Limit (Black Hole),94.76,MATCH: UCAC2   1072122 (*),,
20h30m04.42s -72d59m24.03s,0.7984,31.052,Metric Spacetime Anomaly,176.42,MATCH: UCAC2   1072122 (*),,
20h30m00.36s -72d59m38.28s,0.3566,3.2607,Helical Metric Schema,160.32,MATCH: UCAC2   1072122 (*),,
20h30m00.19s -73d00m15.49s,0.261,70.316,Gasious Substrate Schema,123.14,MATCH: UCAC2   1072122 (*),,
20h30m05.55s -72d59m28.38s,0.2614,139.1584,Gasious Substrate Schema,172.98,MATCH: UCAC2   1072122 (*),,
20h30m05.79s -73d00m04.95s,0.6139,75.2816,Metric Spacetime Anomaly,137.48,MATCH: UCAC2   1072122 (*),,
20h30m02.51s -73d00m34.92s,0.279,1.0656,Gasious Substrate Schema,105.13,MATCH: UCAC2   1072122 (*),,
20h30m05.22s -72d59m54.86s,0.6762,53.5512,Metric Spacetime Anomaly,146.74,MATCH: UCAC2   1072122 (*),,
20h30m00.90s -73d00m18.48s,0.4775,162.3559,Metric Spacetime Anomaly,120.43,MATCH: UCAC2   1072122 (*),,
20h30m06.59s -73d00m06.12s,0.5652,144.3689,Metric Spacetime Anomaly,137.24,MATCH: UCAC2   1072122 (*),,
20h29m59.00s -73d00m27.49s,0.2263,20.8218,Gasious Substrate Schema,110.89,MATCH: UCAC2   1072122 (*),,
20h29m57.10s -72d59m20.72s,0.2664,5.2983,Gasious Substrate Schema,168.61,MATCH: WISE J202923.74-725756.9 (G),,
20h29m59.99s -72d59m40.05s,0.7008,472.9845,Localized Torsional Inflection,158.47,MATCH: UCAC2   1072122 (*),,
20h29m59.80s -72d59m45.95s,0.3213,35.9722,Helical Metric Schema,152.53,MATCH: UCAC2   1072122 (*),,
20h29m55.70s -73d00m26.06s,0.2197,80.2538,Minkowskian Baseline,112.78,MATCH: UCAC2   1072122 (*),,
20h30m02.41s -72d59m24.33s,0.3654,71.3991,Trefoil Metric Schema,174.97,MATCH: UCAC2   1072122 (*),,
20h29m57.31s -72d59m59.42s,0.2661,281.994,Gasious Substrate Schema,138.95,MATCH: UCAC2   1072122 (*),,
20h30m00.81s -72d59m32.09s,0.6039,251.0018,Metric Spacetime Anomaly,166.63,MATCH: UCAC2   1072122 (*),,
20h29m50.83s -73d00m27.79s,0.21,87.0141,Minkowskian Baseline,115.11,MATCH: UCAC2   1072122 (*),,
20h29m54.37s -72d59m45.10s,0.3821,21.1257,Trefoil Metric Schema,154.12,MATCH: UCAC2   1072122 (*),,
20h29m59.68s -72d59m40.44s,0.22,2.7401,Minkowskian Baseline,158.01,MATCH: UCAC2   1072122 (*),,
20h30m01.90s -72d59m56.70s,0.174,235.417,Minkowskian Baseline,142.55,MATCH: UCAC2   1072122 (*),,
20h30m10.30s -73d00m04.44s,0.398,106.9317,Trefoil Metric Schema,144.03,MATCH: UCAC2   1072122 (*),,
20h30m07.88s -72d59m50.30s,0.3212,27.1913,Helical Metric Schema,154,MATCH: UCAC2   1072122 (*),,
20h29m56.22s -72d59m37.88s,0.7653,27.967,Metric Spacetime Anomaly,160.66,MATCH: UCAC2   1072122 (*),,
20h29m54.83s -73d00m33.99s,0.2592,62.6923,Gasious Substrate Schema,105.35,MATCH: UCAC2   1072122 (*),,
TF10,,,,,,,
--- INITIATING VOLUMETRIC METRIC SCAN ---,,,,,,,
"Target: RA 18.5, DEC -29.0",,,,,,,
Depth: 26500 XYZ,Radius: 10,,,,,,
Scanning Volume... Sampling 418 points.,,,,,,,
Structure Detected: 418 metric nodes.,,,,,,,
FULL SIMBAD REALITY CHECK - ALL NODES,,,,,,TF10,
PREDICTED COORDINATES,MODE (m),HELICITY,PREDICTED IDENTITY,OFFSET,REALITY CHECK,Closest OFFSET,3.17
18h30m04.83s -29d00m41.69s,0.2313,3.8462,Gasious Substrate Schema,50.72,MATCH: Gaia DR3 4048476756445335040 (*),Average OFFSET,31.8373445
18h29m59.37s -28d59m43.91s,0.2584,89.8538,Gasious Substrate Schema,22.05,MATCH: Gaia DR3 4048476825164870144 (*),Max OFFSET,69.8
18h30m04.40s -28d59m57.30s,0.7843,1.9707,Metric Spacetime Anomaly,26.12,MATCH: Gaia DR3 4048477168762227072 (EB*),Number of Close Matches(OFFSET < 1 arcsecond),0
18h30m01.20s -29d00m57.16s,0.46,20.8837,Metric Spacetime Anomaly,16.48,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m58.47s -28d59m50.15s,0.2445,32.1829,Gasious Substrate Schema,9.37,MATCH: Gaia DR3 4048476825164870144 (*),No SIMBAD Match,0
18h30m04.41s -29d00m07.63s,0.2542,61.9662,Gasious Substrate Schema,36.44,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m01.48s -28d59m32.80s,0.2123,16.9036,Minkowskian Baseline,37.02,MATCH: Gaia DR3 4048477168762227072 (EB*),Structure Type,Count
18h30m01.12s -28d59m05.18s,0.2695,239.1815,Localized Torsional Inflection,49.17,MATCH: Gaia DR3 4048477168762227072 (EB*),Gasious Substrate Schema,99
18h30m03.87s -28d59m41.74s,0.1763,120.0658,Minkowskian Baseline,11.94,MATCH: Gaia DR3 4048477168762227072 (EB*),Minkowskian Baseline,71
18h30m01.31s -28d59m05.13s,0.4242,9.6276,Trefoil Metric Schema,47.1,MATCH: Gaia DR3 4048477168762227072 (EB*),Metric Spacetime Anomaly,55
18h30m04.63s -29d00m09.09s,0.3437,45.2382,Helical Metric Schema,38.12,MATCH: Gaia DR3 4048477168762227072 (EB*),Solenoidal Metric Schema (Iron),51
18h30m00.83s -28d59m01.71s,0.4569,160.9812,Metric Spacetime Anomaly,54.24,MATCH: Gaia DR3 4048477168762227072 (EB*),Trefoil Metric Schema,47
18h29m58.27s -28d58m54.67s,0.4654,230.3202,Metric Spacetime Anomaly,63.33,MATCH: Gaia DR3 4048476825164870144 (*),Localized Torsional Inflection,43
18h30m01.93s -28d59m12.87s,0.349,40.0067,Helical Metric Schema,36.09,MATCH: Gaia DR3 4048477168762227072 (EB*),Helical Metric Schema,34
18h30m00.97s -28d59m31.91s,0.8895,52.7145,Baryonic Metric Substrate,43.68,MATCH: Gaia DR3 4048477168762227072 (EB*),Baryonic Metric Substrate,14
18h29m59.87s -28d59m59.59s,0.2184,94.5474,Minkowskian Baseline,23.62,MATCH: Gaia DR3 4048476825164870144 (*),Spacetime Curvature Limit (Black Hole),4
18h29m57.23s -29d00m54.37s,0.2933,18.5865,Solenoidal Metric Schema (Iron),29.56,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m02.65s -29d00m06.10s,0.3807,144.0614,Trefoil Metric Schema,41.05,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m55.31s -28d59m31.70s,0.3437,49.7716,Helical Metric Schema,44.76,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.20s -29d00m05.28s,0.2203,0.162,Gasious Substrate Schema,7.52,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.57s -28d59m16.51s,0.5564,0.4059,Metric Spacetime Anomaly,38.71,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m05.20s -29d00m25.85s,0.2808,486.0852,Localized Torsional Inflection,55.9,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m57.41s -29d00m22.37s,0.189,68.3139,Minkowskian Baseline,9.69,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m56.22s -28d59m54.46s,0.2749,160.5377,Gasious Substrate Schema,24.57,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m05.02s -28d59m55.70s,0.3728,31.1214,Trefoil Metric Schema,26.25,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m54.76s -28d59m27.99s,0.296,30.1572,Solenoidal Metric Schema (Iron),52.8,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.22s -29d00m04.01s,0.2215,62.5271,Localized Torsional Inflection,28.8,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.42s -29d00m39.18s,0.5868,404.6121,Localized Torsional Inflection,33.15,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m59.26s -28d59m45.62s,0.4895,1.271,Metric Spacetime Anomaly,19.86,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m59.33s -28d59m07.82s,0.4209,29.0556,Trefoil Metric Schema,52.77,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.91s -28d59m58.26s,0.3039,111.3794,Solenoidal Metric Schema (Iron),10.98,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.03s -29d00m26.57s,0.534,196.6145,Metric Spacetime Anomaly,17.3,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m59.75s -28d59m22.26s,0.3665,61.9763,Trefoil Metric Schema,41.92,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m04.70s -28d59m32.39s,0.4114,215.9301,Trefoil Metric Schema,5.39,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m00.52s -28d59m50.51s,0.2618,134.2547,Localized Torsional Inflection,32.95,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.23s -29d00m07.52s,0.2169,90.4965,Minkowskian Baseline,42.5,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.17s -29d00m14.28s,0.2212,32.2224,Gasious Substrate Schema,43.78,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.31s -29d00m29.59s,0.224,10.7265,Gasious Substrate Schema,21.32,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m01.00s -29d00m18.57s,0.5801,3.1908,Metric Spacetime Anomaly,43.58,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.29s -29d01m02.54s,0.5422,144.6938,Metric Spacetime Anomaly,12.01,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m57.16s -29d01m04.61s,0.3058,64.4977,Solenoidal Metric Schema (Iron),39.45,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m58.17s -28d58m56.99s,0.2479,277.9991,Gasious Substrate Schema,60.97,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.89s -29d00m18.58s,0.3118,35.9502,Solenoidal Metric Schema (Iron),42.32,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m03.77s -28d59m07.50s,0.3843,58.7391,Trefoil Metric Schema,24.71,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m01.50s -28d59m22.76s,0.2433,225.9141,Gasious Substrate Schema,37.68,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m00.53s -28d59m25.08s,0.2505,44.5078,Gasious Substrate Schema,46.03,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m59.89s -29d00m52.34s,0.2142,330.9178,Minkowskian Baseline,31.22,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m58.79s -29d00m39.12s,0.3622,238.306,Localized Torsional Inflection,30.41,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m05.18s -29d00m35.00s,0.3525,0.6967,Helical Metric Schema,58.46,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m56.70s -29d00m51.33s,0.2613,115.5038,Gasious Substrate Schema,25.74,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m02.60s -28d59m15.88s,0.3516,18.2053,Helical Metric Schema,27.06,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m56.32s -28d59m46.13s,0.2617,185.0469,Gasious Substrate Schema,25.87,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.05s -28d59m47.77s,0.2568,11.5179,Gasious Substrate Schema,27.85,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m59.66s -28d59m08.56s,0.2963,6.67,Solenoidal Metric Schema (Iron),53.6,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m59.52s -29d00m04.31s,0.2155,193.6696,Minkowskian Baseline,20.01,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.30s -29d00m03.27s,0.2872,48.5686,Solenoidal Metric Schema (Iron),6.09,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.20s -28d59m07.39s,0.3439,82.8377,Localized Torsional Inflection,57.75,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.53s -28d59m52.83s,0.1782,92.5199,Minkowskian Baseline,42.27,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m56.15s -29d00m52.37s,0.1799,100.4126,Minkowskian Baseline,27.78,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m00.76s -28d59m34.00s,0.9499,32.9546,Baryonic Metric Substrate,42.61,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.18s -29d01m15.94s,0.2731,1.7112,Gasious Substrate Schema,8.23,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m04.49s -28d59m12.60s,0.3537,376.4342,Helical Metric Schema,18.78,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m57.55s -28d59m13.23s,0.2151,21.0045,Minkowskian Baseline,45.24,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m56.09s -29d00m16.64s,0.2957,100.8381,Solenoidal Metric Schema (Iron),12.13,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m00.40s -29d00m41.21s,0.2298,160.1742,Gasious Substrate Schema,35.48,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m00.17s -28d59m42.05s,0.188,104.914,Minkowskian Baseline,31.77,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.05s -28d59m31.95s,0.2535,112.0047,Localized Torsional Inflection,36.72,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.67s -29d00m56.86s,0.2704,11.7506,Gasious Substrate Schema,19.55,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m57.68s -29d00m46.74s,0.2964,36.6141,Solenoidal Metric Schema (Iron),24.66,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m00.87s -28d59m55.99s,0.1775,163.2929,Minkowskian Baseline,36.74,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.31s -28d59m21.32s,0.3991,459.8069,Localized Torsional Inflection,36.76,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.60s -28d59m13.65s,0.2832,27.5205,Solenoidal Metric Schema (Iron),44.83,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.99s -28d59m47.31s,0.3878,19.571,Trefoil Metric Schema,34.3,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m57.86s -28d59m36.53s,0.2161,47.9737,Minkowskian Baseline,21.6,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.92s -29d00m09.75s,0.2581,149.7997,Gasious Substrate Schema,16.2,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.68s -29d01m01.47s,0.3029,181.2315,Solenoidal Metric Schema (Iron),16.32,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m02.29s -28d59m24.55s,0.2546,198.2418,Gasious Substrate Schema,27.19,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m00.57s -29d00m47.81s,0.2671,123.7134,Localized Torsional Inflection,28.67,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m00.55s -29d00m18.30s,0.2071,54.4842,Minkowskian Baseline,38.33,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.66s -28d59m56.16s,0.424,30.0642,Trefoil Metric Schema,32.93,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m57.23s -29d00m40.86s,0.756,35.4184,Metric Spacetime Anomaly,16.7,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m00.03s -29d00m09.33s,0.248,228.2542,Gasious Substrate Schema,28.07,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m59.84s -28d59m04.28s,0.2881,22.704,Solenoidal Metric Schema (Iron),58.46,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.84s -29d00m05.43s,0.2894,297.0389,Localized Torsional Inflection,39.21,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m57.89s -28d59m37.39s,0.3277,1.2429,Helical Metric Schema,20.7,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m56.32s -29d00m09.36s,0.2068,148.9979,Minkowskian Baseline,17.03,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m57.07s -28d59m49.10s,0.1968,80.4846,Minkowskian Baseline,15.87,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.18s -29d00m50.55s,0.2962,236.9909,Localized Torsional Inflection,29.64,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m56.48s -29d00m18.03s,0.2867,153.6058,Solenoidal Metric Schema (Iron),8.16,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m01.30s -29d00m28.66s,0.5529,1.0743,Metric Spacetime Anomaly,43.79,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m02.48s -29d00m54.73s,0.2499,116.6703,Gasious Substrate Schema,19.92,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m58.22s -29d00m20.79s,0.2792,52.1364,Gasious Substrate Schema,20.34,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m01.40s -29d00m45.38s,0.211,55.4247,Minkowskian Baseline,27.05,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m01.66s -29d00m38.97s,0.2045,63.4504,Minkowskian Baseline,33.12,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m01.52s -29d00m39.08s,0.2153,139.9636,Minkowskian Baseline,33.11,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m55.96s -28d59m42.18s,0.6095,299.2087,Metric Spacetime Anomaly,31.9,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.30s -29d00m03.01s,0.3033,88.4482,Solenoidal Metric Schema (Iron),5.87,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.61s -28d59m58.05s,0.2358,125.2721,Gasious Substrate Schema,34.8,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m57.06s -28d59m51.85s,0.2018,223.4036,Minkowskian Baseline,14.63,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.06s -29d00m27.12s,0.4591,118.0437,Metric Spacetime Anomaly,45.82,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m00.96s -28d58m52.93s,0.2825,34.2812,Solenoidal Metric Schema (Iron),58.18,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m02.38s -29d00m02.58s,0.3545,36.4116,Helical Metric Schema,40.22,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m01.29s -29d00m04.28s,0.4809,28.113,Metric Spacetime Anomaly,42.67,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.13s -29d00m19.14s,0.3417,7.6617,Helical Metric Schema,19.67,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m03.68s -29d00m33.56s,0.3302,0.4502,Helical Metric Schema,46.21,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m05.50s -29d00m02.90s,0.3944,0.5483,Trefoil Metric Schema,35.39,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m59.04s -29d00m14.17s,0.945,133.678,Baryonic Metric Substrate,20.59,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m00.70s -28d59m17.20s,0.8049,1.0971,Baryonic Metric Substrate,49.26,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m56.77s -29d00m20.06s,0.2122,284.9169,Minkowskian Baseline,5.58,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m56.40s -29d00m41.84s,0.2149,18.5083,Minkowskian Baseline,16.76,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m59.55s -29d00m20.21s,0.3347,65.7616,Helical Metric Schema,29.51,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m58.57s -29d00m08.92s,0.2702,136.3911,Gasious Substrate Schema,12.76,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.52s -29d01m02.82s,0.497,3.0629,Metric Spacetime Anomaly,13.86,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m59.90s -28d59m34.38s,1.2484,130.8381,Metric Spacetime Anomaly,33.61,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.08s -28d59m50.94s,0.337,2.5707,Helical Metric Schema,40.06,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m57.08s -28d59m06.70s,0.2822,136.8996,Solenoidal Metric Schema (Iron),52.88,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m03.52s -28d59m05.70s,0.1812,52.4339,Minkowskian Baseline,27.49,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m02.74s -28d59m55.43s,0.2525,68.1995,Gasious Substrate Schema,31.7,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m00.15s -29d00m29.61s,0.355,107.7032,Localized Torsional Inflection,41.76,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m59.44s -29d00m16.41s,0.2032,517.7367,Minkowskian Baseline,25.73,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m04.03s -28d59m49.72s,0.1953,17.0263,Minkowskian Baseline,18.84,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m59.19s -28d59m35.88s,0.2386,43.6698,Gasious Substrate Schema,26.49,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m03.08s -29d00m55.41s,0.2303,66.9952,Gasious Substrate Schema,24.28,MATCH: Gaia DR3 4048476756445335040 (*),,
18h30m01.39s -28d59m53.67s,0.2624,432.0932,Localized Torsional Inflection,43.72,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.68s -29d00m47.32s,0.2518,114.3258,Gasious Substrate Schema,24.76,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m58.91s -28d59m42.72s,0.951,122.0225,Baryonic Metric Substrate,18.77,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m05.03s -28d59m45.37s,0.2204,312.5561,Localized Torsional Inflection,17.1,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m01.01s -29d00m07.81s,0.2221,20.5886,Gasious Substrate Schema,39.76,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m03.62s -29d00m19.68s,0.2474,47.6207,Gasious Substrate Schema,49.28,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m01.42s -29d00m34.04s,0.3539,185.2782,Helical Metric Schema,38.26,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m59.55s -28d59m52.20s,0.3196,174.76,Solenoidal Metric Schema (Iron),20.2,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m01.76s -29d00m12.09s,0.3025,203.2201,Solenoidal Metric Schema (Iron),50.39,MATCH: Gaia DR3 4048476825164870144 (*),,
18h30m02.93s -28d59m46.29s,0.5156,146.4341,Localized Torsional Inflection,23.45,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h29m58.17s -29d00m57.50s,0.2217,18.9363,Gasious Substrate Schema,37.19,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h30m03.07s -28d59m06.40s,0.2039,20.3698,Minkowskian Baseline,29.59,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m04.22s -28d59m27.09s,0.3294,192.6949,Localized Torsional Inflection,4.25,MATCH: Gaia DR3 4048477168762227072 (EB*),,
18h30m02.25s -29d01m02.28s,0.4455,92.0062,Localized Torsional Inflection,11.91,MATCH: Gaia DR3 4048476756445335040 (*),,
18h29m59.38s -28d58m53.56s,0.213,192.3001,Minkowskian Baseline,66.63,MATCH: Gaia DR3 4048476825164870144 (*),,
18h29m55.81s -29d00m15.51s,0.2641,74.4772,Gasious Substrate Schema,15.56,MATCH: Gaia DR3 4048476825164865792 (EB*),,
18h29m59.07s -29d00m24.60s,0.3408,147.3355,Helical Metric Schema,29.68,MATCH: Gaia DR3 4048476825164870144 (*),,
