SECTION C,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count
,9,08h53m40.0s -12d31m16s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,25,17h37m24.7s +37d52m52s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,443,05h53m33.3s +78d26m47s,1.36,0.9999,0.299,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,457,03h10m28.6s +26d47m49s,0.99,0.8336,0.313,Collapse,X-Ray / Gamma,SINGULARITY,,,38,16h51m12.8s +12d14m60s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h05m38.8s +08d21m00s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h30m35.6s -55d26m10s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,883,09h14m29.2s -07d34m21s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Mode Matches,,,,,,,,,
,9,08h58m18.5s -12d20m38s,1.45,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,25,17h34m44.0s +37d48m35s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,443,06h08m41.1s +78d27m15s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,460,02h10m45.7s +28d04m31s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,16h58m45.8s +11d53m43s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h07m29.2s +08d26m55s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h31m29.4s -55d23m26s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,883,09h19m28.0s -07d40m36s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h37m48.5s +09d22m58s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,9,09h06m36.3s -12d01m40s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,25,17h31m12.0s +37d42m45s,1.54,0.9999,0.338,Stable,V-Band (Green),MAGNESIUM,,,443,06h11m12.9s +78d27m23s,1.28,0.9547,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,462,01h16m25.2s +29d43m38s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h13m51.8s +11d11m09s,1.51,0.9999,0.332,Stable,V-Band (Green),MAGNESIUM,,,12,09h09m42.5s +08d34m13s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h38m42.0s -55d01m31s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,884,09h53m14.1s -08d25m33s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h36m05.1s +09d25m50s,1.38,0.9576,0.33,Stable,V-Band (Green),MAGNESIUM,
,9,09h09m21.2s -11d55m22s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,25,17h30m19.4s +37d41m17s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Mode Matches,,,,,,,,,,,463,01h10m23.3s +30d02m14s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h14m56.5s +11d08m06s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h10m08.5s +08d35m40s,1.43,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h48m43.3s -54d31m30s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,884,10h02m28.8s -08d38m45s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h35m00.3s +09d27m29s,0.81,0.7699,0.302,Collapse,X-Ray / Gamma,SINGULARITY,
,9,09h28m20.5s -11d11m56s,1.47,0.9999,0.324,Stable,V-Band (Green),MAGNESIUM,,,,25,17h26m50.9s +37d35m19s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,433,01h45m13.5s +87d13m17s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,465,01h03m02.5s +31d09m06s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h16m01.1s +11d05m04s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h11m00.0s +08d38m33s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h50m33.4s -54d26m03s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,884,10h20m20.7s -09d05m37s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h32m20.9s +09d31m11s,1.58,0.9999,0.348,Stable,V-Band (Green),MAGNESIUM,
,9,09h37m13.1s -10d51m36s,1.52,0.9999,0.335,Stable,V-Band (Green),MAGNESIUM,,,,25,17h22m34.3s +37d27m42s,1.48,0.9999,0.326,Stable,V-Band (Green),MAGNESIUM,,,433,01h37m25.3s +86d46m38s,1.45,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,465,01h08m06.0s +31d38m16s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h19m14.9s +10d55m57s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h13m29.4s +08d47m06s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h51m28.5s -54d23m20s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,884,10h28m56.3s -09d19m17s,1.28,0.9999,0.281,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h29m05.0s +09d35m08s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,9,09h38m06.0s -10d49m34s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,17h13m26.9s +37d10m18s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,433,01h34m07.3s +86d34m52s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,466,01h11m39.6s +31d49m38s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h21m24.0s +10d49m52s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h13m53.6s +08d48m31s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,16h58m51.8s -54d01m35s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,884,10h33m08.6s -09d26m10s,1.29,0.9999,0.283,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h26m55.1s +09d37m26s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,9,09h43m22.0s -10d37m30s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,17h11m01.9s +37d05m25s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,434,01h27m52.2s +86d11m29s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,468,02h00m41.3s +33d02m53s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h25m42.0s +10d37m42s,1.41,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h14m17.6s +08d49m55s,1.59,0.9999,0.35,Stable,V-Band (Green),MAGNESIUM,,,5,17h13m49.7s -53d18m18s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,Mode Matches,,,,,,,,,,,17,19h25m34.4s +09d38m46s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,9,09h46m51.2s -10d29m30s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,17h10m14.0s +37d03m46s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,434,01h24m56.0s +85d59m52s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,469,02h16m18.9s +33d16m50s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,38,17h27m50.7s +10d31m38s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,12,09h19m30.8s +09d09m11s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,17h26m09.8s -52d43m20s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,860,06h22m49.6s -06d14m51s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h24m11.7s +09d40m03s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,09h50m19.4s -10d21m32s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,17h04m44.8s +36d52m04s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,434,01h22m49.3s +85d51m12s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,469,02h21m52.8s +33d21m19s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,17h32m07.9s +10d19m28s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h22m10.8s +09d19m49s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,17h47m23.0s -51d44m32s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,861,06h17m31.8s -05d24m21s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h23m43.7s +09d40m28s,1.37,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,09h55m29.4s -10d09m39s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,17h03m58.7s +36d50m22s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,434,01h22m08.1s +85d48m19s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,470,03h25m56.6s +34d01m20s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,17h35m20.4s +10d10m21s,1.44,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h23m25.6s +09d25m02s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,17h58m08.9s -51d15m20s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,862,06h16m09.9s -05d17m59s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h19m51.4s +09d43m39s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,09h58m54.6s -10d01m46s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h51m31.6s +36d20m26s,1.46,0.9999,0.32,Stable,V-Band (Green),MAGNESIUM,,,435,01h12m59.0s +85d05m38s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,471,03h40m15.0s +34d08m11s,1.56,0.9999,0.343,Stable,V-Band (Green),MAGNESIUM,,,39,17h37m28.6s +10d04m17s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h23m43.7s +09d26m19s,1.15,0.8644,0.34,Collapse,X-Ray / Gamma,SINGULARITY,,,5,17h59m07.9s -51d12m41s,1.46,0.9999,0.321,Stable,V-Band (Green),MAGNESIUM,,,,,,,,,,,,,862,06h12m03.3s -05d02m07s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h15m13.0s +09d46m52s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h06m31.9s -09d44m12s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h48m05.7s +36d11m15s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,435,01h11m56.1s +85d00m01s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,472,04h17m27.7s +34d23m26s,0.54,0.5927,0.338,Collapse,X-Ray / Gamma,SINGULARITY,,,39,17h49m10.0s +09d30m54s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h24m36.8s +09d30m11s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h01m06.0s -51d07m23s,1.37,0.9863,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,864,05h49m07.4s -04d05m47s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h13m36.2s +09d47m51s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h14m02.9s -09d26m48s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h42m50.5s +35d56m13s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,435,01h09m30.5s +84d46m05s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,474,06h11m55.4s +34d51m34s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,17h51m16.8s +09d24m50s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h25m11.1s +09d32m44s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h07m01.7s -50d51m32s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,864,05h35m06.1s -03d41m37s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h07m59.3s +09d50m50s,1.56,0.9999,0.344,Stable,V-Band (Green),MAGNESIUM,
,10,10h16m31.8s -09d21m03s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h41m34.4s +35d52m23s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,435,01h07m46.2s +84d35m02s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,475,06h53m51.5s +34d54m39s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,17h53m23.4s +09d18m46s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h25m27.9s +09d33m60s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h08m01.1s -50d48m53s,1.42,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,865,05h19m02.2s -03d18m16s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,17,19h03m50.5s +09d52m38s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h23m05.3s -09d05m49s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h40m19.5s +35d48m32s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,435,01h07m21.9s +84d32m17s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,476,07h41m22.2s +34d50m52s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,17h59m41.7s +09d00m35s,1.15,0.8913,0.317,Collapse,X-Ray / Gamma,SINGULARITY,,,13,09h28m03.7s +09d46m26s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h16m58.2s -50d25m11s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,865,05h14m44.3s -03d12m35s,1.49,0.9999,0.327,Stable,V-Band (Green),MAGNESIUM,,,18,18h50m21.3s +09d56m37s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h36m43.5s -08d33m57s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h39m05.8s +35d44m39s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,435,01h06m13.1s +84d24m04s,1.52,0.9999,0.335,Stable,V-Band (Green),MAGNESIUM,,,477,08h08m21.6s +34d41m51s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,18h01m47.2s +08d54m31s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h28m32.2s +09d48m52s,1.43,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h17m58.2s -50d22m33s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,865,05h05m50.3s -03d01m25s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h38m18.9s +09d58m17s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h38m18.2s -08d30m15s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h36m41.8s +35d36m49s,1.42,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,435,01h02m32.5s +83d49m08s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,478,08h15m23.7s +34d37m39s,1.44,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,18h08m02.0s +08d36m22s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h29m13.2s +09d52m30s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h24m58.8s -50d04m11s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,866,04h54m12.8s -02d47m53s,1.42,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h37m34.5s +09d58m20s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h44m33.0s -08d15m32s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h36m06.5s +35d34m51s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,436,01h01m28.3s +83d30m47s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,479,08h31m21.4s +34d18m03s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,18h19m21.2s +08d03m08s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h29m39.3s +09d54m54s,1.48,0.9999,0.326,Stable,V-Band (Green),MAGNESIUM,,,5,18h32m01.6s -49d45m53s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,866,04h39m40.0s -02d32m19s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h35m20.3s +09d58m28s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h48m24.4s -08d06m25s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,26,16h33m48.5s +35d26m53s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,436,01h01m05.3s +83d15m20s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,479,08h32m28.4s +34d14m38s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,39,18h23m25.5s +07d51m04s,1.37,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h29m52.1s +09d56m05s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h39m06.5s -49d27m37s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,867,04h32m12.4s -02d24m50s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h33m49.8s +09d58m32s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h51m27.8s -07d59m10s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,27,16h24m00.9s +34d47m37s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,436,01h01m06.8s +83d05m11s,1.47,0.9999,0.323,Stable,V-Band (Green),MAGNESIUM,,,480,08h32m42.2s +33d50m49s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h48m12.2s +06d35m57s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h30m28.9s +09d59m38s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h42m09.2s -49d19m49s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,867,04h27m10.9s -02d19m58s,1.48,0.9999,0.325,Stable,V-Band (Green),MAGNESIUM,,,18,18h28m26.9s +09d58m37s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h52m13.4s -07d57m21s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,27,16h23m05.9s +34d43m21s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,436,01h01m09.3s +83d02m40s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,481,08h24m13.4s +33d26m40s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h49m10.1s +06d32m58s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h31m36.5s +10d06m36s,1.49,0.9999,0.327,Stable,V-Band (Green),MAGNESIUM,,,5,18h45m12.3s -49d12m01s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,867,04h09m23.4s -02d03m42s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h20m28.8s +09d58m19s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,10h57m30.1s -07d44m47s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,27,16h22m38.9s +34d41m12s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,436,01h01m16.9s +82d57m39s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,482,08h03m35.7s +32d52m31s,1.44,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h50m07.9s +06d29m58s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h31m57.1s +10d08m54s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h46m13.5s -49d09m25s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,867,04h04m17.0s -01d59m18s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h18m50.9s +09d58m12s,1.47,0.9999,0.324,Stable,V-Band (Green),MAGNESIUM,
,10,11h12m51.7s -07d07m47s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,27,16h20m28.8s +34d30m23s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,436,01h01m28.1s +82d52m41s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,485,06h17m26.2s +30d54m32s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h51m05.5s +06d26m59s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h32m35.7s +10d13m25s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h48m15.8s -49d04m14s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,868,03h56m38.1s -01d52m54s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,18,18h16m22.5s +09d57m59s,1.37,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
